"month","day","rise","rise_day","set","set_day","rise_date","set_date","utc_offset"
"9","13","0623","SAME","1806","SAME","2018-09-13 06:23:00","2018-09-13 18:06:00","UTC+10:00"
"9","14","0621","SAME","1807","SAME","2018-09-14 06:21:00","2018-09-14 18:07:00","UTC+10:00"
"9","15","0619","SAME","1808","SAME","2018-09-15 06:19:00","2018-09-15 18:08:00","UTC+10:00"
"9","16","0618","SAME","1809","SAME","2018-09-16 06:18:00","2018-09-16 18:09:00","UTC+10:00"
"9","17","0616","SAME","1810","SAME","2018-09-17 06:16:00","2018-09-17 18:10:00","UTC+10:00"
"9","18","0615","SAME","1811","SAME","2018-09-18 06:15:00","2018-09-18 18:11:00","UTC+10:00"
"9","19","0613","SAME","1812","SAME","2018-09-19 06:13:00","2018-09-19 18:12:00","UTC+10:00"
"9","20","0611","SAME","1812","SAME","2018-09-20 06:11:00","2018-09-20 18:12:00","UTC+10:00"
"9","21","0610","SAME","1813","SAME","2018-09-21 06:10:00","2018-09-21 18:13:00","UTC+10:00"
"9","22","0608","SAME","1814","SAME","2018-09-22 06:08:00","2018-09-22 18:14:00","UTC+10:00"
"9","23","0607","SAME","1815","SAME","2018-09-23 06:07:00","2018-09-23 18:15:00","UTC+10:00"
"9","24","0605","SAME","1816","SAME","2018-09-24 06:05:00","2018-09-24 18:16:00","UTC+10:00"
"9","25","0603","SAME","1817","SAME","2018-09-25 06:03:00","2018-09-25 18:17:00","UTC+10:00"
"9","26","0602","SAME","1818","SAME","2018-09-26 06:02:00","2018-09-26 18:18:00","UTC+10:00"
"9","27","0600","SAME","1819","SAME","2018-09-27 06:00:00","2018-09-27 18:19:00","UTC+10:00"
"9","28","0559","SAME","1820","SAME","2018-09-28 05:59:00","2018-09-28 18:20:00","UTC+10:00"
"9","29","0557","SAME","1821","SAME","2018-09-29 05:57:00","2018-09-29 18:21:00","UTC+10:00"
"9","30","0555","SAME","1822","SAME","2018-09-30 05:55:00","2018-09-30 18:22:00","UTC+10:00"
"10","1","0554","SAME","1823","SAME","2018-10-01 05:54:00","2018-10-01 18:23:00","UTC+10:00"
"10","2","0552","SAME","1823","SAME","2018-10-02 05:52:00","2018-10-02 18:23:00","UTC+10:00"
"10","3","0551","SAME","1824","SAME","2018-10-03 05:51:00","2018-10-03 18:24:00","UTC+10:00"
"10","4","0549","SAME","1825","SAME","2018-10-04 05:49:00","2018-10-04 18:25:00","UTC+10:00"
"10","5","0547","SAME","1826","SAME","2018-10-05 05:47:00","2018-10-05 18:26:00","UTC+10:00"
"10","6","0546","SAME","1827","SAME","2018-10-06 05:46:00","2018-10-06 18:27:00","UTC+10:00"
"10","7","0544","SAME","1828","SAME","2018-10-07 05:44:00","2018-10-07 18:28:00","UTC+10:00"
"10","8","0543","SAME","1829","SAME","2018-10-08 05:43:00","2018-10-08 18:29:00","UTC+10:00"
"10","9","0541","SAME","1830","SAME","2018-10-09 05:41:00","2018-10-09 18:30:00","UTC+10:00"
"10","10","0540","SAME","1831","SAME","2018-10-10 05:40:00","2018-10-10 18:31:00","UTC+10:00"
"10","11","0538","SAME","1832","SAME","2018-10-11 05:38:00","2018-10-11 18:32:00","UTC+10:00"
"10","12","0537","SAME","1833","SAME","2018-10-12 05:37:00","2018-10-12 18:33:00","UTC+10:00"
"10","13","0535","SAME","1834","SAME","2018-10-13 05:35:00","2018-10-13 18:34:00","UTC+10:00"
"10","14","0534","SAME","1835","SAME","2018-10-14 05:34:00","2018-10-14 18:35:00","UTC+10:00"
"10","15","0532","SAME","1836","SAME","2018-10-15 05:32:00","2018-10-15 18:36:00","UTC+10:00"
"10","16","0531","SAME","1837","SAME","2018-10-16 05:31:00","2018-10-16 18:37:00","UTC+10:00"
"10","17","0529","SAME","1838","SAME","2018-10-17 05:29:00","2018-10-17 18:38:00","UTC+10:00"
"10","18","0528","SAME","1839","SAME","2018-10-18 05:28:00","2018-10-18 18:39:00","UTC+10:00"
"10","19","0527","SAME","1840","SAME","2018-10-19 05:27:00","2018-10-19 18:40:00","UTC+10:00"
"10","20","0525","SAME","1841","SAME","2018-10-20 05:25:00","2018-10-20 18:41:00","UTC+10:00"
"10","21","0524","SAME","1842","SAME","2018-10-21 05:24:00","2018-10-21 18:42:00","UTC+10:00"
"10","22","0522","SAME","1843","SAME","2018-10-22 05:22:00","2018-10-22 18:43:00","UTC+10:00"
"10","23","0521","SAME","1844","SAME","2018-10-23 05:21:00","2018-10-23 18:44:00","UTC+10:00"
"10","24","0520","SAME","1846","SAME","2018-10-24 05:20:00","2018-10-24 18:46:00","UTC+10:00"
"10","25","0518","SAME","1847","SAME","2018-10-25 05:18:00","2018-10-25 18:47:00","UTC+10:00"
"10","26","0517","SAME","1848","SAME","2018-10-26 05:17:00","2018-10-26 18:48:00","UTC+10:00"
"10","27","0516","SAME","1849","SAME","2018-10-27 05:16:00","2018-10-27 18:49:00","UTC+10:00"
"10","28","0514","SAME","1850","SAME","2018-10-28 05:14:00","2018-10-28 18:50:00","UTC+10:00"
"10","29","0513","SAME","1851","SAME","2018-10-29 05:13:00","2018-10-29 18:51:00","UTC+10:00"
"10","30","0512","SAME","1852","SAME","2018-10-30 05:12:00","2018-10-30 18:52:00","UTC+10:00"
"10","31","0511","SAME","1853","SAME","2018-10-31 05:11:00","2018-10-31 18:53:00","UTC+10:00"
"11","1","0510","SAME","1854","SAME","2018-11-01 05:10:00","2018-11-01 18:54:00","UTC+10:00"
"11","2","0508","SAME","1855","SAME","2018-11-02 05:08:00","2018-11-02 18:55:00","UTC+10:00"
"11","3","0507","SAME","1857","SAME","2018-11-03 05:07:00","2018-11-03 18:57:00","UTC+10:00"
"11","4","0506","SAME","1858","SAME","2018-11-04 05:06:00","2018-11-04 18:58:00","UTC+10:00"
"11","5","0505","SAME","1859","SAME","2018-11-05 05:05:00","2018-11-05 18:59:00","UTC+10:00"
"11","6","0504","SAME","1900","SAME","2018-11-06 05:04:00","2018-11-06 19:00:00","UTC+10:00"
"11","7","0503","SAME","1901","SAME","2018-11-07 05:03:00","2018-11-07 19:01:00","UTC+10:00"
"11","8","0502","SAME","1902","SAME","2018-11-08 05:02:00","2018-11-08 19:02:00","UTC+10:00"
"11","9","0501","SAME","1903","SAME","2018-11-09 05:01:00","2018-11-09 19:03:00","UTC+10:00"
"11","10","0500","SAME","1904","SAME","2018-11-10 05:00:00","2018-11-10 19:04:00","UTC+10:00"
"11","11","0459","SAME","1906","SAME","2018-11-11 04:59:00","2018-11-11 19:06:00","UTC+10:00"
"11","12","0458","SAME","1907","SAME","2018-11-12 04:58:00","2018-11-12 19:07:00","UTC+10:00"
"11","13","0457","SAME","1908","SAME","2018-11-13 04:57:00","2018-11-13 19:08:00","UTC+10:00"
"11","14","0456","SAME","1909","SAME","2018-11-14 04:56:00","2018-11-14 19:09:00","UTC+10:00"
"11","15","0456","SAME","1910","SAME","2018-11-15 04:56:00","2018-11-15 19:10:00","UTC+10:00"
"11","16","0455","SAME","1911","SAME","2018-11-16 04:55:00","2018-11-16 19:11:00","UTC+10:00"
"11","17","0454","SAME","1912","SAME","2018-11-17 04:54:00","2018-11-17 19:12:00","UTC+10:00"
"11","18","0453","SAME","1913","SAME","2018-11-18 04:53:00","2018-11-18 19:13:00","UTC+10:00"
"11","19","0453","SAME","1915","SAME","2018-11-19 04:53:00","2018-11-19 19:15:00","UTC+10:00"
"11","20","0452","SAME","1916","SAME","2018-11-20 04:52:00","2018-11-20 19:16:00","UTC+10:00"
"11","21","0451","SAME","1917","SAME","2018-11-21 04:51:00","2018-11-21 19:17:00","UTC+10:00"
"11","22","0451","SAME","1918","SAME","2018-11-22 04:51:00","2018-11-22 19:18:00","UTC+10:00"
"11","23","0450","SAME","1919","SAME","2018-11-23 04:50:00","2018-11-23 19:19:00","UTC+10:00"
"11","24","0450","SAME","1920","SAME","2018-11-24 04:50:00","2018-11-24 19:20:00","UTC+10:00"
"11","25","0449","SAME","1921","SAME","2018-11-25 04:49:00","2018-11-25 19:21:00","UTC+10:00"
"11","26","0449","SAME","1922","SAME","2018-11-26 04:49:00","2018-11-26 19:22:00","UTC+10:00"
"11","27","0448","SAME","1923","SAME","2018-11-27 04:48:00","2018-11-27 19:23:00","UTC+10:00"
"11","28","0448","SAME","1924","SAME","2018-11-28 04:48:00","2018-11-28 19:24:00","UTC+10:00"
"11","29","0448","SAME","1925","SAME","2018-11-29 04:48:00","2018-11-29 19:25:00","UTC+10:00"
"11","30","0447","SAME","1926","SAME","2018-11-30 04:47:00","2018-11-30 19:26:00","UTC+10:00"
"12","1","0447","SAME","1927","SAME","2018-12-01 04:47:00","2018-12-01 19:27:00","UTC+10:00"
"12","2","0447","SAME","1928","SAME","2018-12-02 04:47:00","2018-12-02 19:28:00","UTC+10:00"
"12","3","0447","SAME","1929","SAME","2018-12-03 04:47:00","2018-12-03 19:29:00","UTC+10:00"
"12","4","0446","SAME","1930","SAME","2018-12-04 04:46:00","2018-12-04 19:30:00","UTC+10:00"
"12","5","0446","SAME","1931","SAME","2018-12-05 04:46:00","2018-12-05 19:31:00","UTC+10:00"
"12","6","0446","SAME","1932","SAME","2018-12-06 04:46:00","2018-12-06 19:32:00","UTC+10:00"
"12","7","0446","SAME","1933","SAME","2018-12-07 04:46:00","2018-12-07 19:33:00","UTC+10:00"
"12","8","0446","SAME","1934","SAME","2018-12-08 04:46:00","2018-12-08 19:34:00","UTC+10:00"
"12","9","0446","SAME","1935","SAME","2018-12-09 04:46:00","2018-12-09 19:35:00","UTC+10:00"
"12","10","0446","SAME","1936","SAME","2018-12-10 04:46:00","2018-12-10 19:36:00","UTC+10:00"
"12","11","0446","SAME","1937","SAME","2018-12-11 04:46:00","2018-12-11 19:37:00","UTC+10:00"
"12","12","0446","SAME","1937","SAME","2018-12-12 04:46:00","2018-12-12 19:37:00","UTC+10:00"
"12","13","0446","SAME","1938","SAME","2018-12-13 04:46:00","2018-12-13 19:38:00","UTC+10:00"
"12","14","0447","SAME","1939","SAME","2018-12-14 04:47:00","2018-12-14 19:39:00","UTC+10:00"
"12","15","0447","SAME","1940","SAME","2018-12-15 04:47:00","2018-12-15 19:40:00","UTC+10:00"
"12","16","0447","SAME","1940","SAME","2018-12-16 04:47:00","2018-12-16 19:40:00","UTC+10:00"
"12","17","0448","SAME","1941","SAME","2018-12-17 04:48:00","2018-12-17 19:41:00","UTC+10:00"
"12","18","0448","SAME","1941","SAME","2018-12-18 04:48:00","2018-12-18 19:41:00","UTC+10:00"
"12","19","0448","SAME","1942","SAME","2018-12-19 04:48:00","2018-12-19 19:42:00","UTC+10:00"
"12","20","0449","SAME","1943","SAME","2018-12-20 04:49:00","2018-12-20 19:43:00","UTC+10:00"
"12","21","0449","SAME","1943","SAME","2018-12-21 04:49:00","2018-12-21 19:43:00","UTC+10:00"
"12","22","0450","SAME","1944","SAME","2018-12-22 04:50:00","2018-12-22 19:44:00","UTC+10:00"
"12","23","0450","SAME","1944","SAME","2018-12-23 04:50:00","2018-12-23 19:44:00","UTC+10:00"
"12","24","0451","SAME","1945","SAME","2018-12-24 04:51:00","2018-12-24 19:45:00","UTC+10:00"
"12","25","0451","SAME","1945","SAME","2018-12-25 04:51:00","2018-12-25 19:45:00","UTC+10:00"
"12","26","0452","SAME","1945","SAME","2018-12-26 04:52:00","2018-12-26 19:45:00","UTC+10:00"
"12","27","0453","SAME","1946","SAME","2018-12-27 04:53:00","2018-12-27 19:46:00","UTC+10:00"
"12","28","0453","SAME","1946","SAME","2018-12-28 04:53:00","2018-12-28 19:46:00","UTC+10:00"
"12","29","0454","SAME","1946","SAME","2018-12-29 04:54:00","2018-12-29 19:46:00","UTC+10:00"
"12","30","0455","SAME","1947","SAME","2018-12-30 04:55:00","2018-12-30 19:47:00","UTC+10:00"
"12","31","0455","SAME","1947","SAME","2018-12-31 04:55:00","2018-12-31 19:47:00","UTC+10:00"
