eventDate,eventTime,startDayOfYear,endDayOfYear,year,month,day,verbatimEventDate,country,countryCode,stateProvince,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertaintyInMeters
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.283333,130.533333,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.296667,131.09,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.123333,132.143333,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.356667,131.459167,EPSG:4326,
2004-11-29T00:00:00Z,,334,334,2004,11,29,,Australia,AU,Northern Territory,-11.533333,133.4,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.821667,130.425,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.117667,130.331833,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.166667,130.39,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.14,132.191667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.311117,131.064608,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.15,132.333333,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.221933,131.2431,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.793333,130.38,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.176667,130.373167,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167833,130.390667,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.168333,130.406667,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.356667,131.459167,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.129,132.1745,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.169983,130.377942,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.029017,134.969817,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.283333,130.533333,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.117667,130.331833,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.129,132.1745,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.311117,131.064608,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.311117,131.064608,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.296667,131.09,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.036167,134.989333,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.338333,130.98,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.309008,131.43125,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.312833,131.0625,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.033333,134.983333,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.338333,130.98,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.311117,131.064608,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.2305,130.367167,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.309008,131.43125,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.311117,131.064608,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-11-27T00:00:00Z,,332,332,2004,11,27,,Australia,AU,Northern Territory,-11.966967,130.09305,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.221933,131.2431,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.313333,130.916667,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.149742,132.332775,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.166667,130.39,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.148333,132.355,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.117667,130.331833,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.826667,130.451667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-11.953833,135.057,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.168333,130.406667,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.18,130.376667,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.149742,132.332775,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.2305,130.367167,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.221933,131.2431,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.721667,130.07,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.203808,130.36965,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.223333,131.226667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.171508,130.373275,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.326167,130.945167,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.326167,130.945167,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.117833,130.335617,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.24,130.365,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.828333,130.433333,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.31,130.901667,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.203808,130.36965,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.36,130.828333,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.305,131.07,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.315,130.89,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.123333,132.143333,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.166667,130.39,EPSG:4326,
2004-12-03T00:00:00Z,,338,338,2004,12,3,,Australia,AU,Northern Territory,-11.695183,135.156925,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.017367,134.946667,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-06-03T00:00:00Z,,155,155,2004,6,3,,Australia,AU,Northern Territory,-11.17,130.373333,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.266667,131.795,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.705,130.07,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.828333,130.433333,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.035983,134.985283,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.117833,130.335617,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.169983,130.377942,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.266667,131.795,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.171508,130.373275,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.0203,134.960933,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.15,132.333333,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.016517,134.950917,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-06-03T00:00:00Z,,155,155,2004,6,3,,Australia,AU,Northern Territory,-11.17,130.383333,EPSG:4326,
2004-04-06T00:00:00Z,,97,97,2004,4,6,,Australia,AU,Northern Territory,-11.169983,130.377942,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.803333,130.415,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.131667,132.338333,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-11-28T00:00:00Z,,333,333,2004,11,28,,Australia,AU,,-11.336667,133.001,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-11-29T00:00:00Z,,334,334,2004,11,29,,Australia,AU,Northern Territory,-11.533333,133.4,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.133333,130.326667,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.131667,132.338333,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.251667,131.141667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.313333,130.918333,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.31,130.901667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167833,130.390667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.305,131.07,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.148333,132.355,EPSG:4326,
2004-04-06T00:00:00Z,,97,97,2004,4,6,,Australia,AU,Northern Territory,-11.31,131.063333,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.793333,130.38,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.221933,131.2431,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
,,,,2004,,,,Australia,AU,Northern Territory,-11.175,130.3717,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.315,130.89,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.133333,130.326667,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.02225,134.9629,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-11-29T00:00:00Z,,334,334,2004,11,29,,Australia,AU,Northern Territory,-11.533333,133.4,EPSG:4326,
2004-04-06T00:00:00Z,,97,97,2004,4,6,,Australia,AU,Northern Territory,-11.116667,130.328667,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.1463,132.353367,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.016517,134.950917,EPSG:4326,
2004-11-29T00:00:00Z,,334,334,2004,11,29,,Australia,AU,Northern Territory,-11.533333,133.4,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.0203,134.960933,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.705,130.07,EPSG:4326,
2004-04-06T00:00:00Z,,97,97,2004,4,6,,Australia,AU,Northern Territory,-11.116667,130.328667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.312833,131.0625,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.149742,132.332775,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.1463,132.353367,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.821667,130.425,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.253333,131.138333,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.345,131.455,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.7734,130.021367,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.312833,131.0625,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167333,130.387,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.1845,130.422833,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.826667,130.451667,EPSG:4326,
2004-11-29T00:00:00Z,,334,334,2004,11,29,,Australia,AU,Northern Territory,-11.533333,133.4,EPSG:4326,
2004-11-27T00:00:00Z,,332,332,2004,11,27,,Australia,AU,Northern Territory,-11.966967,130.09305,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.149742,132.332775,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.18,130.376667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.733333,130.068333,EPSG:4326,
2004-04-06T00:00:00Z,,97,97,2004,4,6,,Australia,AU,Northern Territory,-11.116667,130.328667,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.2305,130.367167,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.149742,132.332775,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.029017,134.969817,EPSG:4326,
,,,,2004,,,,Australia,AU,Northern Territory,-11.175,130.3717,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-04-06T00:00:00Z,,97,97,2004,4,6,,Australia,AU,Northern Territory,-11.169983,130.377942,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.777333,130.0195,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.016517,134.950917,EPSG:4326,
2004-12-03T00:00:00Z,,338,338,2004,12,3,,Australia,AU,Northern Territory,-11.695183,135.156925,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.39,131.468333,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.203808,130.36965,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.291667,131.098333,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.777333,130.0195,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-11-29T00:00:00Z,,334,334,2004,11,29,,Australia,AU,Northern Territory,-11.533333,133.4,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167833,130.390667,EPSG:4326,
2004-11-29T00:00:00Z,,334,334,2004,11,29,,Australia,AU,Northern Territory,-11.533333,133.4,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-03-11T00:00:00Z,,71,71,2004,3,11,,Australia,AU,Northern Territory,-11.2305,130.367167,EPSG:4326,
2004-04-06T00:00:00Z,,97,97,2004,4,6,,Australia,AU,Northern Territory,-11.31,131.063333,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.291667,131.098333,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.176667,130.373167,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.1463,132.353367,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-08-06T00:00:00Z,,219,219,2004,8,6,,Australia,AU,Northern Territory,-11.39,131.468333,EPSG:4326,
2004-04-07T00:00:00Z,,98,98,2004,4,7,,Australia,AU,Northern Territory,-11.149742,132.332775,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.017367,134.946667,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.167658,130.37805,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.199,130.371167,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.029017,134.969817,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.36,130.828333,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.312833,131.0625,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.313333,130.916667,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.803333,130.411667,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.117667,130.331833,EPSG:4326,
2004-08-05T00:00:00Z,,218,218,2004,8,5,,Australia,AU,Northern Territory,-11.169917,130.377917,EPSG:4326,
2004-12-04T00:00:00Z,,339,339,2004,12,4,,Australia,AU,Northern Territory,-12.036167,134.989333,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.1845,130.422833,EPSG:4326,
2004-04-08T00:00:00Z,,99,99,2004,4,8,,Australia,AU,Northern Territory,-11.221383,131.243408,EPSG:4326,
2004-03-31T00:00:00Z,,91,91,2004,3,31,,Australia,AU,Northern Territory,-11.733333,130.068333,EPSG:4326,
2004-11-28T00:00:00Z,,333,333,2004,11,28,,Australia,AU,Northern Territory,-11.3,132.931667,EPSG:4326,
