lat_bin,lon_bin,bulb_type,streetlight_count,avg_bulb_watts
-28.9,114.7,High Pressure Sodium,4,250.0
-28.9,114.7,Light-Emitting Diode,38,108.26315789473684
-28.9,114.7,Mercury Vapour/Universal,62,125.0
-28.9,114.8,Compact Fluorescent,32,42.0
-28.9,114.8,High Pressure Sodium,12,183.33333333333334
-28.9,114.8,Light-Emitting Diode,48,34.583333333333336
-28.9,114.8,Mercury Vapour/Universal,20,98.0
-28.8,114.6,Compact Fluorescent,2256,42.0
-28.8,114.6,High Pressure Sodium,1755,241.57834757834758
-28.8,114.6,Light-Emitting Diode,5122,70.23857868020305
-28.8,114.6,Mercury Vapour/Universal,3792,104.41587552742617
-28.8,114.6,Metal Halide,127,243.85826771653544
-28.8,114.6,Unknown,4,
-28.8,114.7,Compact Fluorescent,91,42.0
-28.8,114.7,High Pressure Sodium,128,200.78125
-28.8,114.7,Light-Emitting Diode,695,41.33381294964029
-28.8,114.7,Mercury Vapour/Universal,233,106.45922746781116
-28.8,114.7,Metal Halide,25,90.0
-28.7,114.6,Compact Fluorescent,687,42.0
-28.7,114.6,High Pressure Sodium,432,234.44444444444446
-28.7,114.6,Light-Emitting Diode,2180,54.972018348623855
-28.7,114.6,Mercury Vapour/Universal,2602,100.60914681014604
-28.7,114.6,Metal Halide,80,167.0
-28.7,114.7,Compact Fluorescent,20,42.0
-28.7,114.7,High Pressure Sodium,8,200.0
-28.7,114.7,Light-Emitting Diode,223,55.946188340807176
-28.7,114.7,Mercury Vapour/Universal,72,100.0
-28.7,114.7,Metal Halide,61,144.75409836065575
-28.6,114.8,Light-Emitting Diode,28,17.142857142857142
-28.6,114.8,Mercury Vapour/Universal,4,125.0
-28.5,114.8,Compact Fluorescent,12,42.0
-28.5,114.8,Light-Emitting Diode,24,28.0
-28.5,114.8,Mercury Vapour/Universal,52,86.92307692307692
-28.5,115.5,Compact Fluorescent,36,42.0
-28.5,115.5,High Pressure Sodium,8,250.0
-28.5,115.5,Light-Emitting Diode,532,59.59398496240601
-28.5,115.5,Mercury Vapour/Universal,76,119.21052631578948
-28.5,115.5,Metal Halide,4,250.0
-28.4,114.4,Compact Fluorescent,30,42.0
-28.4,114.4,Light-Emitting Diode,165,17.575757575757574
-28.4,114.4,Mercury Vapour/Universal,37,84.86486486486487
-28.4,114.6,Compact Fluorescent,156,42.0
-28.4,114.6,High Pressure Sodium,20,250.0
-28.4,114.6,Light-Emitting Diode,168,34.142857142857146
-28.4,114.6,Mercury Vapour/Universal,176,117.1590909090909
-28.3,114.6,Compact Fluorescent,44,42.0
-28.3,114.6,High Pressure Sodium,48,233.33333333333334
-28.3,114.6,Light-Emitting Diode,60,67.53333333333333
-28.3,114.6,Mercury Vapour/Universal,92,99.56521739130434
-28.3,115.0,Compact Fluorescent,20,42.0
-28.3,115.0,Light-Emitting Diode,8,29.5
-28.3,115.0,Mercury Vapour/Universal,8,125.0
-28.2,114.3,Compact Fluorescent,12,42.0
-28.2,114.3,High Pressure Sodium,1,150.0
-28.2,114.3,Light-Emitting Diode,47,38.59574468085106
-28.2,114.3,Mercury Vapour/Universal,20,98.0
-28.0,114.6,Light-Emitting Diode,4,43.0
-28.0,114.7,Light-Emitting Diode,40,34.2
-27.8,114.1,Compact Fluorescent,4,42.0
-27.8,114.1,High Pressure Sodium,8,150.0
-27.8,114.1,Light-Emitting Diode,484,35.02479338842975
-27.8,114.1,Mercury Vapour/Universal,144,125.0
-27.8,114.2,Light-Emitting Diode,48,34.166666666666664
-27.8,114.2,Mercury Vapour/Universal,8,125.0
-27.7,114.1,High Pressure Sodium,8,150.0
-27.7,114.1,Light-Emitting Diode,60,47.46666666666667
-27.7,114.1,Mercury Vapour/Universal,96,125.0
-27.7,114.2,Compact Fluorescent,36,42.0
-27.7,114.2,Light-Emitting Diode,1100,29.425454545454546
-27.7,114.2,Mercury Vapour/Universal,52,97.3076923076923
