lat_bin,lon_bin,bulb_type,streetlight_count,avg_bulb_watts
-35.1,117.8,Compact Fluorescent,4,42.0
-35.1,117.9,Compact Fluorescent,100,42.0
-35.1,117.9,High Pressure Sodium,4,150.0
-35.1,117.9,Light-Emitting Diode,167,24.676646706586826
-35.1,117.9,Mercury Vapour/Universal,205,98.65853658536585
-35.0,116.7,Compact Fluorescent,8,42.0
-35.0,116.7,Light-Emitting Diode,504,18.325396825396826
-35.0,116.7,Mercury Vapour/Universal,16,91.25
-35.0,117.3,Compact Fluorescent,176,42.0
-35.0,117.3,Light-Emitting Diode,151,31.28476821192053
-35.0,117.3,Mercury Vapour/Universal,133,96.2406015037594
-35.0,117.4,Compact Fluorescent,308,42.0
-35.0,117.4,High Pressure Sodium,88,209.0909090909091
-35.0,117.4,Light-Emitting Diode,502,36.657370517928285
-35.0,117.4,Mercury Vapour/Universal,294,104.74489795918367
-35.0,117.4,Unknown,4,
-35.0,117.5,Compact Fluorescent,4,42.0
-35.0,117.5,Light-Emitting Diode,4,16.0
-35.0,117.7,Compact Fluorescent,8,42.0
-35.0,117.7,Light-Emitting Diode,20,23.8
-35.0,117.7,Mercury Vapour/Universal,8,102.5
-35.0,117.8,Compact Fluorescent,235,42.0
-35.0,117.8,High Pressure Sodium,32,150.0
-35.0,117.8,Light-Emitting Diode,761,25.270696452036795
-35.0,117.8,Mercury Vapour/Universal,1082,93.6829944547135
-35.0,117.8,Metal Halide,32,70.0
-35.0,117.8,Unknown,6,
-35.0,117.9,Compact Fluorescent,2127,42.0
-35.0,117.9,High Pressure Sodium,1206,201.92371475953564
-35.0,117.9,Light-Emitting Diode,6130,51.98694942903752
-35.0,117.9,Mercury Vapour/Universal,3157,99.10991447576814
-35.0,117.9,Metal Halide,64,188.75
-35.0,117.9,Unknown,52,
-35.0,118.0,Mercury Vapour/Universal,24,125.0
-34.9,117.3,Mercury Vapour/Universal,4,80.0
-34.9,117.4,High Pressure Sodium,32,150.0
-34.9,117.4,Light-Emitting Diode,16,70.0
-34.9,117.4,Mercury Vapour/Universal,8,102.5
-34.9,117.7,Compact Fluorescent,1,42.0
-34.9,117.7,Light-Emitting Diode,7,18.285714285714285
-34.9,117.7,Mercury Vapour/Universal,16,80.0
-34.9,117.8,Compact Fluorescent,4,42.0
-34.9,117.8,Mercury Vapour/Universal,8,80.0
-34.9,117.9,Compact Fluorescent,12,42.0
-34.9,117.9,High Pressure Sodium,4,150.0
-34.9,117.9,Light-Emitting Diode,36,31.11111111111111
-34.9,117.9,Mercury Vapour/Universal,40,125.0
-34.9,118.0,Compact Fluorescent,8,42.0
-34.9,118.0,Light-Emitting Diode,21,22.666666666666668
-34.9,118.0,Mercury Vapour/Universal,51,97.6470588235294
-34.8,117.7,Compact Fluorescent,28,42.0
-34.8,117.7,Mercury Vapour/Universal,12,80.0
-34.8,118.2,Compact Fluorescent,4,42.0
-34.8,118.2,Light-Emitting Diode,28,28.571428571428573
-34.8,118.2,Mercury Vapour/Universal,12,80.0
-34.7,117.7,Mercury Vapour/Universal,4,125.0
-34.7,117.9,Light-Emitting Diode,8,31.5
-34.7,117.9,Mercury Vapour/Universal,20,80.0
-34.6,116.1,Light-Emitting Diode,240,28.4
-34.6,117.7,Compact Fluorescent,264,42.0
-34.6,117.7,High Pressure Sodium,132,216.66666666666666
-34.6,117.7,Light-Emitting Diode,512,56.1953125
-34.6,117.7,Mercury Vapour/Universal,284,102.46478873239437
-34.6,117.7,Metal Halide,72,141.11111111111111
-34.6,117.7,Unknown,4,
-34.5,116.0,Compact Fluorescent,4,42.0
-34.5,116.0,Mercury Vapour/Universal,12,80.0
-34.5,117.0,Compact Fluorescent,8,42.0
-34.5,117.0,Light-Emitting Diode,32,50.125
-34.5,117.0,Mercury Vapour/Universal,16,80.0
-34.5,117.6,Compact Fluorescent,20,42.0
-34.5,117.6,Light-Emitting Diode,36,26.22222222222222
-34.5,117.6,Mercury Vapour/Universal,8,125.0
-34.5,118.6,Light-Emitting Diode,12,29.666666666666668
-34.5,118.6,Mercury Vapour/Universal,4,80.0
-34.4,116.0,Compact Fluorescent,124,42.0
-34.4,116.0,High Pressure Sodium,80,236.0
-34.4,116.0,Light-Emitting Diode,12,31.666666666666668
-34.4,116.0,Mercury Vapour/Universal,348,98.62068965517241
-34.4,116.0,Metal Halide,8,110.0
-34.4,116.0,Unknown,4,
-34.4,116.2,Light-Emitting Diode,24,16.0
-34.4,116.3,Light-Emitting Diode,24,16.0
-34.4,117.1,Light-Emitting Diode,108,20.925925925925927
-34.4,119.4,Light-Emitting Diode,820,27.302439024390242
-34.4,119.4,Mercury Vapour/Universal,20,80.0
-34.3,115.1,Compact Fluorescent,20,42.0
-34.3,115.1,Light-Emitting Diode,141,37.702127659574465
-34.3,115.1,Mercury Vapour/Universal,67,111.56716417910448
-34.3,115.2,Compact Fluorescent,413,42.0
-34.3,115.2,High Pressure Sodium,20,142.0
-34.3,115.2,Light-Emitting Diode,165,25.327272727272728
-34.3,115.2,Mercury Vapour/Universal,278,93.43525179856115
-34.3,115.2,Metal Halide,4,250.0
-34.3,115.2,Unknown,4,
-34.3,116.1,Compact Fluorescent,148,42.0
-34.3,116.1,High Pressure Sodium,4,70.0
-34.3,116.1,Light-Emitting Diode,96,29.916666666666668
-34.3,116.1,Mercury Vapour/Universal,136,87.94117647058823
-34.3,116.2,Compact Fluorescent,4,42.0
-34.3,116.2,Mercury Vapour/Universal,28,99.28571428571429
-34.3,117.5,Compact Fluorescent,58,42.0
-34.3,117.5,High Pressure Sodium,12,156.66666666666666
-34.3,117.5,Light-Emitting Diode,42,17.238095238095237
-34.3,117.5,Mercury Vapour/Universal,16,102.5
-34.3,117.6,Compact Fluorescent,110,42.0
-34.3,117.6,High Pressure Sodium,60,163.33333333333334
-34.3,117.6,Light-Emitting Diode,50,22.8
-34.3,117.6,Mercury Vapour/Universal,28,118.57142857142857
-34.3,117.6,Unknown,3,
-34.2,115.1,Compact Fluorescent,4,42.0
-34.2,115.1,Light-Emitting Diode,40,57.4
-34.2,115.1,Mercury Vapour/Universal,16,156.25
-34.2,116.1,Compact Fluorescent,518,42.0
-34.2,116.1,High Pressure Sodium,191,173.35078534031413
-34.2,116.1,Light-Emitting Diode,167,44.34730538922156
-34.2,116.1,Mercury Vapour/Universal,459,89.80392156862744
-34.2,116.1,Metal Halide,8,110.0
-34.2,116.2,Compact Fluorescent,164,42.0
-34.2,116.2,High Pressure Sodium,4,250.0
-34.2,116.2,Light-Emitting Diode,209,22.411483253588518
-34.2,116.2,Mercury Vapour/Universal,231,87.79220779220779
-34.2,116.2,Metal Halide,4,150.0
-34.1,116.0,Compact Fluorescent,72,42.0
-34.1,116.0,Mercury Vapour/Universal,8,80.0
-34.1,116.2,Compact Fluorescent,8,42.0
-34.1,116.2,Mercury Vapour/Universal,4,80.0
-34.1,118.3,Light-Emitting Diode,116,33.55172413793103
-34.0,115.0,High Pressure Sodium,8,200.0
-34.0,115.0,Light-Emitting Diode,8,18.0
-34.0,115.0,Mercury Vapour/Universal,68,87.94117647058823
-34.0,115.1,Compact Fluorescent,665,42.0
-34.0,115.1,High Pressure Sodium,337,227.44807121661722
-34.0,115.1,Light-Emitting Diode,1691,44.432288586635124
-34.0,115.1,Mercury Vapour/Universal,1552,93.98195876288659
-34.0,115.1,Metal Halide,12,250.0
-34.0,115.1,Unknown,40,
-34.0,115.8,Compact Fluorescent,168,42.0
-34.0,115.8,High Pressure Sodium,16,250.0
-34.0,115.8,Light-Emitting Diode,12,29.666666666666668
-34.0,115.8,Mercury Vapour/Universal,292,107.12328767123287
-34.0,116.1,Compact Fluorescent,333,42.0
-34.0,116.1,High Pressure Sodium,123,231.3008130081301
-34.0,116.1,Light-Emitting Diode,155,47.2
-34.0,116.1,Mercury Vapour/Universal,301,96.76079734219269
-34.0,116.1,Metal Halide,56,191.42857142857142
-34.0,116.2,Compact Fluorescent,60,42.0
-34.0,116.2,Mercury Vapour/Universal,48,95.0
-34.0,117.6,Compact Fluorescent,216,42.0
-34.0,117.6,High Pressure Sodium,12,216.66666666666666
-34.0,117.6,Light-Emitting Diode,112,36.285714285714285
-34.0,117.6,Mercury Vapour/Universal,108,106.66666666666667
-34.0,118.5,Compact Fluorescent,24,42.0
-34.0,118.5,High Pressure Sodium,12,216.66666666666666
-34.0,118.5,Light-Emitting Diode,20,85.8
-34.0,118.5,Mercury Vapour/Universal,88,100.0
-34.0,118.5,Metal Halide,4,250.0
-34.0,118.9,Light-Emitting Diode,44,30.727272727272727
-34.0,118.9,Mercury Vapour/Universal,4,125.0
-33.9,115.0,Compact Fluorescent,4,42.0
-33.9,115.1,Compact Fluorescent,185,42.0
-33.9,115.1,High Pressure Sodium,308,221.6883116883117
-33.9,115.1,Light-Emitting Diode,536,67.38805970149254
-33.9,115.1,Mercury Vapour/Universal,404,97.37623762376238
-33.9,115.1,Metal Halide,16,115.0
-33.9,115.1,Unknown,11,
-33.9,116.1,Compact Fluorescent,4,42.0
-33.9,116.1,Mercury Vapour/Universal,36,100.0
-33.9,116.2,Compact Fluorescent,4,42.0
-33.9,116.2,Light-Emitting Diode,8,20.0
-33.9,116.2,Mercury Vapour/Universal,8,80.0
-33.9,118.0,Compact Fluorescent,208,42.0
-33.9,118.0,High Pressure Sodium,60,226.0
-33.9,118.0,Light-Emitting Diode,175,69.97142857142858
-33.9,118.0,Mercury Vapour/Universal,177,114.68926553672317
-33.9,118.0,Metal Halide,12,250.0
-33.9,118.9,Compact Fluorescent,4,42.0
-33.9,118.9,High Pressure Sodium,4,150.0
-33.9,118.9,Light-Emitting Diode,251,28.45019920318725
-33.9,118.9,Mercury Vapour/Universal,49,116.73469387755102
-33.8,115.1,Compact Fluorescent,60,42.0
-33.8,115.1,High Pressure Sodium,12,183.33333333333334
-33.8,115.1,Light-Emitting Diode,343,40.05830903790088
-33.8,115.1,Mercury Vapour/Universal,185,106.51351351351352
-33.8,115.7,Compact Fluorescent,12,42.0
-33.8,115.7,Mercury Vapour/Universal,36,80.0
-33.8,116.0,Compact Fluorescent,84,42.0
-33.8,116.0,High Pressure Sodium,52,236.15384615384616
-33.8,116.0,Light-Emitting Diode,4,20.0
-33.8,116.0,Mercury Vapour/Universal,112,89.64285714285714
-33.8,116.1,Compact Fluorescent,88,42.0
-33.8,116.1,Light-Emitting Diode,36,27.77777777777778
-33.8,116.1,Mercury Vapour/Universal,120,99.5
-33.8,116.4,Compact Fluorescent,312,42.0
-33.8,116.4,High Pressure Sodium,104,246.15384615384616
-33.8,116.4,Light-Emitting Diode,40,22.5
-33.8,116.4,Mercury Vapour/Universal,192,107.1875
-33.8,117.0,Compact Fluorescent,32,42.0
-33.8,117.0,High Pressure Sodium,8,150.0
-33.8,117.0,Mercury Vapour/Universal,20,89.0
-33.8,117.2,Compact Fluorescent,312,42.0
-33.8,117.2,High Pressure Sodium,165,186.96969696969697
-33.8,117.2,Light-Emitting Diode,406,102.73645320197045
-33.8,117.2,Mercury Vapour/Universal,193,88.70466321243524
-33.8,117.2,Metal Halide,28,164.28571428571428
-33.8,117.6,Compact Fluorescent,76,42.0
-33.8,117.6,High Pressure Sodium,24,166.66666666666666
-33.8,117.6,Light-Emitting Diode,143,16.111888111888113
-33.8,117.6,Mercury Vapour/Universal,20,107.0
-33.8,117.6,Metal Halide,4,1000.0
-33.7,115.0,High Pressure Sodium,4,150.0
-33.7,115.0,Light-Emitting Diode,4,160.0
-33.7,115.0,Mercury Vapour/Universal,28,80.0
-33.7,115.1,High Pressure Sodium,24,166.66666666666666
-33.7,115.1,Light-Emitting Diode,32,133.875
-33.7,115.2,Compact Fluorescent,401,42.0
-33.7,115.2,High Pressure Sodium,158,239.873417721519
-33.7,115.2,Light-Emitting Diode,1021,40.155729676787466
-33.7,115.2,Mercury Vapour/Universal,420,122.76190476190476
-33.7,115.2,Metal Halide,32,150.0
-33.7,115.2,Unknown,24,
-33.7,115.3,Compact Fluorescent,1098,42.0
-33.7,115.3,High Pressure Sodium,785,214.40764331210192
-33.7,115.3,Light-Emitting Diode,3052,55.75131061598952
-33.7,115.3,Low Pressure Sodium,4,360.0
-33.7,115.3,Mercury Vapour/Universal,3749,96.38970392104561
-33.7,115.3,Metal Halide,84,117.61904761904762
-33.7,115.3,Unknown,116,
-33.7,115.4,Compact Fluorescent,231,42.0
-33.7,115.4,High Pressure Sodium,88,166.36363636363637
-33.7,115.4,Light-Emitting Diode,1099,34.50409463148317
-33.7,115.4,Mercury Vapour/Universal,941,93.77258235919234
-33.7,115.4,Metal Halide,282,71.13475177304964
-33.7,115.4,Unknown,3,
-33.7,115.9,Compact Fluorescent,32,42.0
-33.7,115.9,High Pressure Sodium,40,240.0
-33.7,115.9,Light-Emitting Diode,24,70.33333333333333
-33.7,115.9,Mercury Vapour/Universal,28,101.42857142857143
-33.7,115.9,Metal Halide,4,250.0
-33.7,117.5,Compact Fluorescent,145,42.0
-33.7,117.5,High Pressure Sodium,68,232.35294117647058
-33.7,117.5,Light-Emitting Diode,107,135.47663551401868
-33.7,117.5,Mercury Vapour/Universal,212,95.28301886792453
-33.7,117.6,Compact Fluorescent,569,42.0
-33.7,117.6,High Pressure Sodium,312,181.4102564102564
-33.7,117.6,Light-Emitting Diode,317,56.34069400630915
-33.7,117.6,Mercury Vapour/Universal,826,97.10653753026634
-33.7,117.6,Metal Halide,16,155.0
-33.6,115.0,Light-Emitting Diode,60,158.66666666666666
-33.6,115.1,Compact Fluorescent,821,42.0
-33.6,115.1,High Pressure Sodium,232,171.0344827586207
-33.6,115.1,Light-Emitting Diode,2319,42.517895644674425
-33.6,115.1,Mercury Vapour/Universal,2015,89.91811414392059
-33.6,115.1,Metal Halide,76,130.0
-33.6,115.1,Unknown,157,
-33.6,115.2,Light-Emitting Diode,40,53.5
-33.6,115.2,Mercury Vapour/Universal,24,80.0
-33.6,115.3,Compact Fluorescent,84,42.0
-33.6,115.3,High Pressure Sodium,36,262.22222222222223
-33.6,115.3,Light-Emitting Diode,160,34.5
-33.6,115.3,Mercury Vapour/Universal,120,98.83333333333333
-33.6,115.3,Metal Halide,16,130.0
-33.6,115.4,Compact Fluorescent,154,42.0
-33.6,115.4,High Pressure Sodium,382,161.9371727748691
-33.6,115.4,Light-Emitting Diode,1723,31.189204875217644
-33.6,115.4,Mercury Vapour/Universal,509,91.2278978388998
-33.6,115.4,Metal Halide,12,190.0
-33.6,115.4,Unknown,36,
-33.6,115.6,Compact Fluorescent,253,42.0
-33.6,115.6,High Pressure Sodium,64,246.875
-33.6,115.6,Light-Emitting Diode,323,42.10526315789474
-33.6,115.6,Mercury Vapour/Universal,620,95.03225806451613
-33.6,115.6,Metal Halide,4,150.0
-33.6,115.8,Compact Fluorescent,522,42.0
-33.6,115.8,High Pressure Sodium,156,229.48717948717947
-33.6,115.8,Light-Emitting Diode,349,42.33810888252149
-33.6,115.8,Mercury Vapour/Universal,485,96.49484536082474
-33.6,115.8,Metal Halide,4,150.0
-33.6,115.9,Light-Emitting Diode,4,16.0
-33.6,115.9,Mercury Vapour/Universal,40,80.0
-33.6,117.4,Compact Fluorescent,20,42.0
-33.6,117.4,High Pressure Sodium,4,150.0
-33.6,117.4,Light-Emitting Diode,32,16.0
-33.6,117.4,Mercury Vapour/Universal,80,99.75
-33.6,120.0,Light-Emitting Diode,268,39.507462686567166
-33.6,120.1,Compact Fluorescent,4,42.0
-33.6,120.1,Light-Emitting Diode,104,22.115384615384617
-33.5,115.5,Compact Fluorescent,60,42.0
-33.5,115.5,High Pressure Sodium,1,250.0
-33.5,115.5,Light-Emitting Diode,79,31.40506329113924
-33.5,115.5,Mercury Vapour/Universal,272,95.73529411764706
-33.5,115.6,Compact Fluorescent,24,42.0
-33.5,115.6,High Pressure Sodium,24,150.0
-33.5,115.6,Light-Emitting Diode,16,26.0
-33.5,115.6,Mercury Vapour/Universal,72,100.0
-33.5,115.7,Compact Fluorescent,16,42.0
-33.5,115.7,High Pressure Sodium,12,216.66666666666666
-33.5,115.7,Light-Emitting Diode,220,32.49090909090909
-33.5,115.7,Mercury Vapour/Universal,48,106.25
-33.5,115.7,Metal Halide,4,70.0
-33.5,115.8,Compact Fluorescent,8,42.0
-33.5,115.8,Light-Emitting Diode,8,20.0
-33.5,115.8,Mercury Vapour/Universal,4,125.0
-33.5,115.9,Mercury Vapour/Universal,20,125.0
-33.5,116.8,Compact Fluorescent,16,42.0
-33.5,116.8,Light-Emitting Diode,18,29.666666666666668
-33.5,116.8,Mercury Vapour/Universal,6,80.0
-33.5,117.4,Light-Emitting Diode,4,80.0
-33.5,117.4,Mercury Vapour/Universal,24,125.0
-33.5,118.1,Compact Fluorescent,4,42.0
-33.5,118.1,Light-Emitting Diode,64,42.1875
-33.5,118.1,Mercury Vapour/Universal,8,80.0
-33.5,118.2,Light-Emitting Diode,20,45.0
-33.5,118.2,Mercury Vapour/Universal,20,80.0
-33.5,118.5,Light-Emitting Diode,100,25.72
-33.5,118.5,Mercury Vapour/Universal,24,87.5
-33.4,115.6,Compact Fluorescent,1873,42.0
-33.4,115.6,High Pressure Sodium,1687,211.63604030823947
-33.4,115.6,Light-Emitting Diode,2870,43.901742160278744
-33.4,115.6,Mercury Vapour/Universal,3893,94.00077061392243
-33.4,115.6,Metal Halide,372,145.91397849462365
-33.4,115.6,Unknown,13,400.0
-33.4,115.7,Compact Fluorescent,330,42.0
-33.4,115.7,High Pressure Sodium,425,230.23529411764707
-33.4,115.7,Light-Emitting Diode,672,44.78422619047619
-33.4,115.7,Low Pressure Sodium,8,360.0
-33.4,115.7,Mercury Vapour/Universal,1257,96.25696101829753
-33.4,115.7,Metal Halide,60,174.0
-33.4,115.7,Unknown,11,
-33.4,115.8,Compact Fluorescent,100,42.0
-33.4,115.8,High Pressure Sodium,12,216.66666666666666
-33.4,115.8,Light-Emitting Diode,52,24.23076923076923
-33.4,115.8,Mercury Vapour/Universal,116,95.51724137931035
-33.4,116.1,Compact Fluorescent,480,42.0
-33.4,116.1,High Pressure Sodium,40,210.0
-33.4,116.1,Light-Emitting Diode,211,35.38388625592417
-33.4,116.1,Mercury Vapour/Universal,201,95.92039800995025
-33.4,116.2,Compact Fluorescent,977,42.0
-33.4,116.2,High Pressure Sodium,351,195.58404558404558
-33.4,116.2,Light-Emitting Diode,416,55.18269230769231
-33.4,116.2,Mercury Vapour/Universal,276,107.35507246376811
-33.4,116.2,Metal Halide,4,250.0
-33.3,115.6,Compact Fluorescent,1238,42.0
-33.3,115.6,High Pressure Sodium,1094,252.0475319926874
-33.3,115.6,Light-Emitting Diode,1376,91.5123546511628
-33.3,115.6,Mercury Vapour/Universal,1612,114.13151364764268
-33.3,115.6,Metal Halide,84,420.0
-33.3,115.7,Compact Fluorescent,2504,42.0
-33.3,115.7,High Pressure Sodium,3050,230.15737704918033
-33.3,115.7,Light-Emitting Diode,6420,49.98785046728972
-33.3,115.7,Mercury Vapour/Universal,7531,95.78342849555172
-33.3,115.7,Metal Halide,184,139.7826086956522
-33.3,115.7,Unknown,89,
-33.3,115.8,Compact Fluorescent,228,42.0
-33.3,115.8,High Pressure Sodium,84,226.66666666666666
-33.3,115.8,Light-Emitting Diode,412,36.86407766990291
-33.3,115.8,Mercury Vapour/Universal,320,90.0
-33.3,115.8,Unknown,4,
-33.3,116.1,Compact Fluorescent,308,42.0
-33.3,116.1,High Pressure Sodium,12,716.6666666666666
-33.3,116.1,Light-Emitting Diode,56,23.857142857142858
-33.3,116.1,Mercury Vapour/Universal,112,105.71428571428571
-33.3,116.2,Compact Fluorescent,812,42.0
-33.3,116.2,High Pressure Sodium,12,250.0
-33.3,116.2,Light-Emitting Diode,183,26.404371584699454
-33.3,116.2,Mercury Vapour/Universal,217,97.41935483870968
-33.3,116.7,Compact Fluorescent,110,42.0
-33.3,116.7,High Pressure Sodium,11,250.0
-33.3,116.7,Light-Emitting Diode,127,62.1496062992126
-33.3,116.7,Mercury Vapour/Universal,52,97.3076923076923
-33.3,117.0,High Pressure Sodium,20,250.0
-33.3,117.3,Compact Fluorescent,557,42.0
-33.3,117.3,High Pressure Sodium,180,217.55555555555554
-33.3,117.3,Light-Emitting Diode,155,86.34838709677419
-33.3,117.3,Mercury Vapour/Universal,236,114.15254237288136
-33.3,117.3,Metal Halide,84,245.23809523809524
-33.3,117.4,Compact Fluorescent,93,42.0
-33.3,117.4,High Pressure Sodium,4,250.0
-33.3,117.4,Light-Emitting Diode,11,26.0
-33.3,117.4,Mercury Vapour/Universal,16,125.0
-33.3,117.7,Compact Fluorescent,98,42.0
-33.3,117.7,High Pressure Sodium,24,216.66666666666666
-33.3,117.7,Light-Emitting Diode,73,65.4931506849315
-33.3,117.7,Mercury Vapour/Universal,37,94.5945945945946
-33.2,115.7,Compact Fluorescent,69,42.0
-33.2,115.7,High Pressure Sodium,24,216.66666666666666
-33.2,115.7,Light-Emitting Diode,130,58.83076923076923
-33.2,115.7,Mercury Vapour/Universal,269,86.85873605947955
-33.2,115.7,Metal Halide,4,70.0
-33.2,115.8,High Pressure Sodium,20,250.0
-33.2,115.8,Light-Emitting Diode,12,165.0
-33.2,115.9,Light-Emitting Diode,8,31.5
-33.2,115.9,Mercury Vapour/Universal,4,80.0
-33.2,118.1,Compact Fluorescent,48,42.0
-33.2,118.1,Light-Emitting Diode,44,22.363636363636363
-33.2,118.1,Mercury Vapour/Universal,20,98.0
-33.1,115.7,Compact Fluorescent,132,42.0
-33.1,115.7,High Pressure Sodium,4,250.0
-33.1,115.7,Light-Emitting Diode,120,28.533333333333335
-33.1,115.7,Mercury Vapour/Universal,176,85.11363636363636
-33.1,115.7,Metal Halide,8,150.0
-33.1,115.8,Light-Emitting Diode,12,45.666666666666664
-33.1,115.8,Mercury Vapour/Universal,4,125.0
-33.1,115.9,Compact Fluorescent,391,42.0
-33.1,115.9,High Pressure Sodium,140,218.57142857142858
-33.1,115.9,Light-Emitting Diode,406,38.108374384236456
-33.1,115.9,Mercury Vapour/Universal,751,104.16111850865512
-33.1,115.9,Metal Halide,12,250.0
-33.1,115.9,Unknown,4,
-33.1,117.2,Compact Fluorescent,16,42.0
-33.1,117.2,Light-Emitting Diode,24,20.0
-33.1,117.2,Mercury Vapour/Universal,28,92.85714285714286
-33.1,118.5,Compact Fluorescent,12,42.0
-33.1,118.5,High Pressure Sodium,12,250.0
-33.1,118.5,Light-Emitting Diode,464,40.10344827586207
-33.1,118.5,Mercury Vapour/Universal,72,97.5
-33.1,119.0,High Pressure Sodium,64,162.5
-33.1,119.0,Light-Emitting Diode,168,53.404761904761905
-33.1,119.7,Light-Emitting Diode,80,39.4
-33.1,119.7,Mercury Vapour/Universal,20,182.0
-33.0,115.9,Compact Fluorescent,183,42.0
-33.0,115.9,High Pressure Sodium,36,172.22222222222223
-33.0,115.9,Light-Emitting Diode,39,84.05128205128206
-33.0,115.9,Mercury Vapour/Universal,86,95.17441860465117
-33.0,115.9,Metal Halide,4,150.0
-33.0,116.6,Mercury Vapour/Universal,16,113.75
-33.0,116.9,Compact Fluorescent,168,42.0
-33.0,116.9,High Pressure Sodium,108,250.0
-33.0,116.9,Light-Emitting Diode,80,63.85
-33.0,116.9,Mercury Vapour/Universal,124,100.0
-33.0,116.9,Metal Halide,64,193.75
-33.0,117.2,Compact Fluorescent,4,42.0
-33.0,117.2,Mercury Vapour/Universal,84,97.14285714285714
-33.0,117.8,Light-Emitting Diode,4,16.0
-33.0,117.8,Mercury Vapour/Universal,4,80.0
-32.9,115.7,Compact Fluorescent,264,42.0
-32.9,115.7,High Pressure Sodium,12,250.0
-32.9,115.7,Light-Emitting Diode,89,24.651685393258425
-32.9,115.7,Mercury Vapour/Universal,63,95.47619047619048
-32.9,115.9,Compact Fluorescent,196,42.0
-32.9,115.9,High Pressure Sodium,76,155.26315789473685
-32.9,115.9,Light-Emitting Diode,112,38.285714285714285
-32.9,115.9,Mercury Vapour/Universal,176,93.29545454545455
-32.9,115.9,Unknown,4,
-32.9,117.2,Compact Fluorescent,1207,42.0
-32.9,117.2,High Pressure Sodium,353,208.07365439093485
-32.9,117.2,Light-Emitting Diode,767,82.90091264667537
-32.9,117.2,Mercury Vapour/Universal,444,114.50450450450451
-32.9,117.2,Metal Halide,8,187.5
-32.9,117.2,Unknown,8,
-32.9,117.9,Light-Emitting Diode,4,43.0
-32.9,117.9,Mercury Vapour/Universal,36,85.0
-32.8,115.7,High Pressure Sodium,8,150.0
-32.8,115.7,Light-Emitting Diode,16,50.5
-32.8,115.7,Mercury Vapour/Universal,20,125.0
-32.8,115.9,Compact Fluorescent,369,42.0
-32.8,115.9,High Pressure Sodium,104,238.46153846153845
-32.8,115.9,Light-Emitting Diode,283,63.30742049469965
-32.8,115.9,Mercury Vapour/Universal,344,103.54651162790698
-32.8,115.9,Metal Halide,4,70.0
-32.8,115.9,Unknown,4,
-32.8,116.5,Compact Fluorescent,137,42.0
-32.8,116.5,High Pressure Sodium,52,250.0
-32.8,116.5,Light-Emitting Diode,371,47.25876010781671
-32.8,116.5,Mercury Vapour/Universal,296,92.97297297297297
-32.8,117.2,Compact Fluorescent,28,42.0
-32.8,117.2,Light-Emitting Diode,64,23.125
-32.8,117.2,Mercury Vapour/Universal,28,101.42857142857143
-32.8,117.5,Compact Fluorescent,96,42.0
-32.8,117.5,High Pressure Sodium,56,237.14285714285714
-32.8,117.5,Light-Emitting Diode,168,18.761904761904763
-32.8,117.5,Mercury Vapour/Universal,28,99.28571428571429
-32.8,118.6,Mercury Vapour/Universal,20,89.0
-32.8,119.5,Light-Emitting Diode,40,16.0
-32.8,119.5,Mercury Vapour/Universal,4,80.0
-32.7,115.6,Compact Fluorescent,8,42.0
-32.7,115.6,High Pressure Sodium,8,200.0
-32.7,115.6,Light-Emitting Diode,4,16.0
-32.7,115.6,Mercury Vapour/Universal,60,89.0
-32.7,115.7,Compact Fluorescent,117,42.0
-32.7,115.7,High Pressure Sodium,4,150.0
-32.7,115.7,Light-Emitting Diode,66,23.12121212121212
-32.7,115.7,Mercury Vapour/Universal,365,89.86301369863014
-32.7,115.8,Light-Emitting Diode,12,53.0
-32.7,115.9,Light-Emitting Diode,32,23.25
-32.7,115.9,Mercury Vapour/Universal,16,91.25
-32.7,116.1,Compact Fluorescent,73,42.0
-32.7,116.1,High Pressure Sodium,8,250.0
-32.7,116.1,Light-Emitting Diode,119,24.369747899159663
-32.7,116.1,Mercury Vapour/Universal,112,86.42857142857143
-32.7,116.7,Compact Fluorescent,64,42.0
-32.7,116.7,High Pressure Sodium,16,250.0
-32.7,116.7,Light-Emitting Diode,13,80.0
-32.7,116.7,Mercury Vapour/Universal,56,122.14285714285714
-32.7,116.7,Metal Halide,24,250.0
-32.7,116.7,Unknown,39,
-32.7,117.1,Compact Fluorescent,20,42.0
-32.7,117.1,High Pressure Sodium,4,250.0
-32.7,117.1,Light-Emitting Diode,16,22.75
-32.7,117.1,Mercury Vapour/Universal,12,208.33333333333334
-32.7,118.1,Compact Fluorescent,4,42.0
-32.7,118.1,High Pressure Sodium,4,250.0
-32.7,118.1,Light-Emitting Diode,12,34.666666666666664
-32.7,118.1,Mercury Vapour/Universal,20,107.0
-32.7,118.2,Compact Fluorescent,20,42.0
-32.7,118.2,High Pressure Sodium,4,150.0
-32.7,118.2,Light-Emitting Diode,208,52.28846153846154
-32.7,118.2,Mercury Vapour/Universal,80,102.0
-32.6,115.6,Compact Fluorescent,759,42.0
-32.6,115.6,High Pressure Sodium,418,90.66985645933015
-32.6,115.6,Light-Emitting Diode,2477,32.80702462656439
-32.6,115.6,Mercury Vapour/Universal,2525,98.33861386138614
-32.6,115.6,Metal Halide,200,124.4
-32.6,115.6,Unknown,41,
-32.6,115.7,Compact Fluorescent,1616,42.0
-32.6,115.7,High Pressure Sodium,244,172.54098360655738
